MovieID,Title,MPAA_Rating,Budget,Gross,Release_Date,Genre,Runtime,Rating,Rating_Count,Summary
152,Independence Day-1996,PG-13,75000000,817400000,6/25/1996,Action,145,7,503229,"The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankinds best weapon is the will to survive."
149,The Nutty Professor-1996,PG-13,54000000,274000000,6/26/1996,Comedy,95,5.6,103475,Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.
144,Phenomenon-1996,PG,32000000,152000000,7/5/1996,Drama,123,6.4,71796,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis."
145,A Time to Kill-1996,R,40000000,152000000,7/24/1996,Crime,149,7.5,121642,"In Canton, Mississippi, a fearless young lawyer and his assistant defend a black man accused of murdering two white men who raped his ten-year-old daughter, inciting violent retribution and revenge from the Ku Klux Klan."
141,The First Wives Club-1996,PG,26000000,181000000,9/20/1996,Comedy,102,6.4,39451,"Reunited by the death of a college friend, three divorced women seek revenge on the husbands who left them for younger women."
154,Ransom-1996,R,70000000,309500000,11/8/1996,Thriller,117,6.6,112739,"When a multimillionaire mans son is kidnapped, he cooperates with the police at first but then turns the tables on the kidnappers when he uses the ransom money as a reward for the capture of the kidnappers."
142,The English Patient-1996,R,27000000,232000000,11/14/1996,War,162,7.4,168450,"At the close of WWII, a young nurse tends to a badly-burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair."
155,Space Jam-1996,PG,80000000,250200000,11/15/1996,Comedy,88,6.4,145336,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan."
150,101 Dalmatians-1996,G,67000000,320700000,11/17/1996,Comedy,103,5.7,94582,"An evil high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess."
146,Star Trek: First Contact-1996,PG-13,45000000,146000000,11/21/1996,Science Fiction,111,7.6,111959,The Borg travel back in time intent on preventing Earths first contact with an alien species. Captain Picard and his crew pursue them to ensure that Zefram Cochrane makes his maiden flight reaching warp speed.
148,Jerry Maguire-1996,R,50000000,273600000,12/6/1996,Comedy,139,7.3,226489,"When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former secretary."
140,Scream-1996,R,14000000,173000000,12/20/1996,Horror,111,7.2,267513,"A year after the murder of her mother, a teenage girl is terrorized by a new killer, who targets the girl and her friends by using horror films as part of a deadly game."
164,Liar Liar-1997,PG-13,45000000,302700000,3/21/1997,Comedy,86,6.9,264851,A fast-track lawyer cant lie for 24 hours due to his sons birthday wish after he disappoints his son for the last time.
167,The Lost World: Jurassic Park-1997,PG-13,73000000,618600000,5/23/1997,Action,129,6.6,353168,"A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda."
168,Con Air-1997,R,75000000,224000000,6/1/1997,Action,115,6.9,261542,Newly paroled ex-con and former U.S. Ranger Cameron Poe finds himself trapped in a prisoner transport plane when the passengers seize control.
177,Batman and Robin-1997,PG-13,160000000,238000000,6/12/1997,Action,125,7.8,978389,Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.
163,My Best Friend's Wedding-1997,PG-13,38000000,299300000,6/19/1997,Comedy,105,6.3,120020,"When a womans long-time friend reveals hes engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding."
172,Hercules-1997,G,85000000,252700000,6/26/1997,Animation,93,7.3,188044,The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.
170,Face/Off-1997,R,80000000,245700000,6/27/1997,Thriller,138,7.3,331618,"In order to foil a terrorist plot, an FBI agent undergoes a facial transplant surgery and assumes the identity and physical appearance of a terrorist, but the plan turns from bad to worse when the same terrorist impersonates the FBI agent."
174,Men in Black-1997,PG-13,90000000,589400000,7/2/1997,Thriller,98,7.3,486947,A police officer joins a secret organization that polices and monitors extraterrestrial interactions on Earth.
175,Contact-1997,PG,90000000,171100000,7/11/1997,Science Fiction,150,7.4,239569,"Dr. Ellie Arroway (Jodie Foster), after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine."
166,George of the Jungle-1997,PG,55000000,174400000,7/15/1997,Family,92,5.4,66725,A man raised in the jungle by apes falls in love with a wealthy American heiress.
173,Air Force One-1997,R,85000000,315200000,7/25/1997,Action,124,6.5,170035,"Communist Radicals hijack Air Force One with The U.S. President and his family on board. The Vice President negotiates from Washington D.C., while the President, a Veteran, fights to rescue the hostages on board."
169,Conspiracy Theory-1997,R,80000000,137000000,8/7/1997,Action,135,6.7,88858,"A man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true. Unfortunately, in order to save himself, he has to figure out which theory it is."
161,I Know What You Did Last Summer-1997,R,17000000,125300000,10/17/1997,Horror,100,5.7,125924,Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.
178,Titanic-1997,PG-13,200000000,2195000000,11/18/1997,Romance,194,7.8,978389,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic."
171,Flubber-1997,PG,80000000,178000000,11/26/1997,Science Fiction,93,5.3,79581,"An absent-minded professor discovers flubber, a rubber-like super-bouncy substance."
160,Good Will Hunting-1997,R,10000000,225900000,12/5/1997,Drama,126,8.3,787732,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life."
162,Scream 2-1997,R,24000000,172400000,12/9/1997,Horror,120,6.2,147635,"Two years after the first series of murders, as Sydney acclimates to college life, someone donning the Ghostface costume begins a new string of killings."
176,Tomorrow Never Dies-1997,PG-13,110000000,333000000,12/11/1997,Action,119,6.5,171081,James Bond heads to stop a media moguls plan to induce war between China and the UK in order to obtain exclusive global media coverage.
165,As Good as It Gets-1997,PG-13,50000000,314100000,12/19/1997,Comedy,139,7.7,258974,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery."
191,Deep Impact-1998,PG-13,80000000,349500000,5/8/1998,Drama,120,6.2,153606,"Unless a comet can be destroyed before colliding with Earth, only those allowed into shelters will survive. Which people will survive?"
196,Godzilla-1998,PG-13,130000000,379000000,5/20/1998,Thriller,139,5.4,174600,"A giant, reptilian monster surfaces, leaving destruction in its wake as it strides into New York City. To stop it, an earthworm scientist, his reporter ex-girlfriend, and other unlikely heroes team up to save their city."
186,The Truman Show-1998,PG,60000000,264100000,6/4/1998,Comedy,103,8.1,859224,An insurance salesman discovers his whole life is actually a reality TV show.
192,Mulan-1998,G,90000000,304300000,6/18/1998,Animation,88,7.6,229669,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of Chinas greatest heroines in the process."
190,Doctor Dolittle-1998,PG-13,71500000,294400000,6/22/1998,Family,85,5.4,87146,A doctor discovers that he can communicate with animals.
197,Armageddon-1998,PG-13,140000000,553700000,7/1/1998,Science Fiction,151,6.7,376785,"After discovering that an asteroid the size of Texas is going to impact Earth in less than a month, N.A.S.A. recruits a misfit team of deep core drillers to save the planet."
198,Lethal Weapon 4-1998,R,140000000,285400000,7/10/1998,Comedy,127,6.6,145685,"With personal crises and age weighing in on them, LAPD officers Riggs and Murtaugh must contend with deadly Chinese triads that are trying to free their former leaders out of prison and onto American soil."
179,There's Something About Mary-1998,R,23000000,369900000,7/15/1998,Romance,119,7.1,278096,"A man gets a chance to meet up with his dream girl from high school, even though his date with her back then was a complete disaster."
194,The Mask of Zorro-1998,PG-13,95000000,250300000,7/16/1998,Action,136,6.7,159093,"A young thief (Antonio Banderas), seeking revenge for the death of his brother, is trained by the once great, but aged Zorro (Sir Anthony Hopkins), who also pursues vengeance of his own."
188,Saving Private Ryan-1998,R,70000000,481800000,7/24/1998,War,169,8.6,1140752,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action."
183,Rush Hour-1998,PG-13,33000000,244400000,9/18/1998,Comedy,98,7,224449,"A loyal and dedicated Hong Kong Inspector teams up with a reckless and loudmouthed L.A.P.D. detective to rescue the Chinese Consuls kidnapped daughter, while trying to arrest a dangerous crime lord along the way."
180,The Waterboy-1998,PG-13,23000000,190000000,11/6/1998,Comedy,90,6.1,140363,A waterboy for a college football team discovers he has a unique tackling ability and becomes a member of the team.
182,The Rugrats Movie-1998,G,24000000,141000000,11/20/1998,Animation,79,5.9,17025,"Tommy, Chuckie, Phil and Lil gets lost in the forest after adopting a baby who has come to life."
193,Enemy of the State-1998,R,90000000,250800000,11/20/1998,Thriller,132,7.3,216789,A lawyer becomes a target by a corrupt politician and his N.S.A. goons when he accidentally receives key evidence to a serious politically motivated crime.
195,A Bug's Life-1998,G,120000000,363300000,11/25/1998,Animation,95,7.2,251436,"A misfit ant, looking for warriors to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe."
181,Shakespeare in Love-1998,R,25000000,289300000,12/11/1998,History,122,7.1,203939,"A young Shakespeare, out of ideas and short of cash, meets his ideal woman and is inspired to write one of his most famous plays."
189,The Prince of Egypt-1998,PG,70000000,218600000,12/15/1998,Animation,99,7.1,110340,An Egyptian prince learns of his identity as a Hebrew and his destiny to become the chosen deliverer of his people.
187,You've Got Mail-1998,PG,65000000,250800000,12/17/1998,Romance,119,6.6,180707,Two business rivals who despise each other in real life unwittingly fall in love over the Internet.
184,Stepmom-1998,PG-13,50000000,159700000,12/25/1998,Drama,124,6.8,56910,"A terminally-ill woman must deal with her ex-husbands new lover, who will be their childrens stepmother."
185,Patch Adams-1998,PG-13,50000000,202000000,12/25/1998,Drama,115,6.8,97429,"The true story of a heroic man, Hunter Patch Adams, determined to become a medical doctor because he enjoys helping people. He ventured where no doctor had ventured before, using humour and pathos."
210,Analyze This-1999,R,30000000,176900000,3/5/1999,Comedy,103,6.7,139603,A comedy about a psychiatrist whose number one patient is an insecure mob boss.
207,The Matrix-1999,R,63000000,467200000,3/30/1999,Science Fiction,136,8.7,1550148,A computer hacker learns from mysterious rebels about the true nature of his reality and his role in the war against its controllers.
211,The Mummy-1999,PG-13,80000000,416400000,4/16/1999,Adventure,124,7,372009,"At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreck havoc as he searches for the reincarnation of his long-lost love."
204,Notting Hill-1999,PG-13,42000000,363800000,5/13/1999,Romance,124,7.1,251006,The life of a simple bookshop owner changes when he meets the most famous film star in the world.
213,Star Wars: Episode I - The Phantom Menace-1999,PG,115000000,1027000000,5/19/1999,Science Fiction,136,6.5,667362,"Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to claim their old glory."
205,The General's Daughter-1999,R,60000000,149700000,6/18/1999,Thriller,116,6.3,49909,"When the daughter of a well-known and well-respected base commander is murdered, an undercover detective is summoned to look into the matter and finds a slew of cover-ups at West Point."
216,Tarzan-1999,PG,130000000,448200000,6/18/1999,Animation,88,7.3,187724,A man raised by gorillas must decide where he really belongs when he discovers he is a human.
202,Big Daddy-1999,PG-13,34200000,234800000,6/25/1999,Comedy,93,6.4,188280,"A lazy law school grad adopts a kid to impress his girlfriend, but everything doesnt go as planned and he becomes the unlikely foster father."
217,Wild Wild West-1999,PG-13,170000000,222100000,6/29/1999,Western,106,4.9,146265,"The two best special agents in the Wild West must save President Grant from the clutches of a diabolical, wheelchair-bound, steampunk-savvy, Confederate scientist bent on revenge for losing the Civil War."
200,American Pie-1999,R,11000000,235500000,7/9/1999,Comedy,95,7,357670,Four teenage boys enter a pact to lose their virginity by prom night.
199,The Blair Witch Project-1999,R,600000,248600000,7/14/1999,Horror,81,6.5,220304,"Three film students vanish after traveling into a Maryland forest to film a documentary on the local Blair Witch legend, leaving only their footage behind."
208,Runaway Bride-1999,PG,70000000,309500000,7/30/1999,Romance,116,5.5,88557,A reporter is assigned to write a story about a woman who has left a string of fiances at the altar.
203,The Sixth Sense-1999,PG-13,40000000,672800000,8/6/1999,Thriller,107,8.1,860079,A boy who communicates with spirits seeks the help of a disheartened child psychologist.
201,American Beauty-1999,R,15000000,356300000,9/15/1999,Drama,122,8.3,1007472,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughters best friend.
209,Double Jeopardy-1999,R,40000000,177800000,9/24/1999,Crime,105,6.5,67389,"A woman framed for her husbands murder suspects he is still alive; as she has already been tried for the crime, she cant be re-prosecuted if she finds and kills him."
212,Toy Story 2-1999,G,90000000,511300000,10/30/1999,Animation,92,7.9,489299,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye."
215,The World Is Not Enough-1999,PG-13,135000000,361800000,11/8/1999,Adventure,128,7.4,545440,"James Bond uncovers a nuclear plot while protecting an oil heiress from her former kidnapper, an international terrorist who can't feel pain."
206,The Green Mile-1999,R,60000000,286800000,12/10/1999,Fantasy,189,8.6,1046936,"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift."
214,Stuart Little-1999,PG,133000000,300100000,12/17/1999,Family,84,5.9,117811,"The Little family adopt a charming young mouse named Stuart, but the family cat wants rid of him."
234,The Perfect Storm-2000,PG-13,120000000,328700000,3/15/2000,Drama,130,6.4,148948,An unusually intense storm pattern catches some commercial fishermen unaware and puts them in mortal danger.
224,Erin Brockovich-2000,R,52000000,256300000,3/17/2000,Drama,131,7.3,161958,An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a citys water supply.
232,Gladiator-2000,R,103000000,503200000,5/1/2000,Action,155,8.5,1243670,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.
237,Dinosaur-2000,PG,127500000,349800000,5/19/2000,Animation,82,6.5,48922,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.
236,Mission: Impossible II-2000,PG-13,125000000,546400000,5/24/2000,Adventure,123,6.1,296109,"I.M.F. Agent Ethan Hunt (Tom Cruise) is sent to Sydney, Australia to find and destroy a genetically modified disease called Chimera."
220,Big Momma's House-2000,PG-13,30000000,174000000,5/31/2000,Crime,98,5.1,77180,"In order to protect a beautiful woman and her son from a robber, a male FBI agent disguises himself as a large grandmother."
222,Chicken Run-2000,G,45000000,224900000,6/21/2000,Comedy,84,7,167036,"When a cockerel apparently flies into a chicken farm, the chickens see him as an opportunity to escape their evil owners."
233,The Patriot-2000,R,110000000,215300000,6/28/2000,History,165,7.2,241120,Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son.
219,Scary Movie-2000,R,19000000,278000000,7/7/2000,Comedy,88,6.2,219032,"A year after disposing of the body of a man they accidentally killed, a group of dumb teenagers are stalked by a bumbling serial killer."
227,X-Men-2000,PG-13,75000000,296300000,7/13/2000,Adventure,104,7.4,545440,"In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men."
231,What Lies Beneath-2000,PG-13,100000000,291400000,7/21/2000,Drama,130,6.6,111917,The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.
228,Nutty Professor II: The Klumps-2000,PG-13,84000000,166300000,7/27/2000,Comedy,106,4.4,46222,"Scientist Sherman Klumps inventions, his upcoming marriage to his pretty colleague Denise Gaines and his reputation are threatened by his evil clone Buddy Love."
221,Remember the Titans-2000,PG,30000000,136800000,9/29/2000,Drama,113,7.8,186997,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.
218,"Crouching Tiger, Hidden Dragon-2000",PG-13,17000000,213500000,10/1/2000,Romance,120,7.8,242878,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.
225,Meet the Parents-2000,PG-13,55000000,330400000,10/6/2000,Comedy,108,7,296549,"Male nurse Greg Focker meets his girlfriends parents before proposing, but her suspicious father is every dates worst nightmare."
230,Charlie's Angels-2000,PG-13,93000000,264100000,11/2/2000,Comedy,98,5.5,166141,"Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal."
235,How the Grinch Stole Christmas-2000,PG,123000000,345800000,11/17/2000,Family,104,6.1,186192,"On the outskirts of Whoville, there lives a green, revenge-seeking Grinch (Jim Carrey), who plans on ruining Christmas for all of the citizens of the town."
226,What Women Want-2000,PG-13,70000000,374100000,12/15/2000,Comedy,127,6.4,182948,"After an accident, a chauvinistic executive gains the ability to hear what women are really thinking."
229,Cast Away-2000,PG-13,90000000,429600000,12/22/2000,Drama,143,7.8,482899,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.
223,Traffic-2000,R,48000000,207500000,12/27/2000,Drama,147,7.6,188060,"A conservative judge is appointed by the President to spearhead Americas escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug barons wife attempts to carry on the family business."
247,Hannibal-2001,PG-13,87000000,351600000,2/8/2001,Thriller,131,6.8,240535,"Living in exile, Dr. Hannibal Lecter tries to reconnect with now disgraced F.B.I. Agent Clarice Starling, and finds himself a target for revenge from a powerful victim."
239,Spy Kids-2001,PG,35000000,147900000,3/18/2001,Family,88,5.4,101720,The children of secret-agent parents must save them from danger.
252,The Mummy Returns-2001,PG-13,98000000,435000000,4/28/2001,Adventure,130,6.3,287749,"The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror."
242,Shrek-2001,PG,60000000,487900000,5/16/2001,Animation,90,7.8,574978,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back."
257,Pearl Harbor-2001,PG-13,140000000,450200000,5/21/2001,War,183,6.2,297066,A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.
254,Lara Croft: Tomb Raider-2001,PG-13,115000000,274700000,6/11/2001,Adventure,100,5.8,188607,Video game adventurer Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts.
241,The Fast and the Furious-2001,PG-13,38000000,207300000,6/22/2001,Crime,106,6.8,327057,Los Angeles police officer Brian OConner must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy.
245,Dr. Dolittle 2-2001,PG,70000000,176100000,6/22/2001,Comedy,87,4.7,39656,Dolittle must save a forest and a bears life.
250,Jurassic Park III-2001,PG-13,93000000,368800000,7/18/2001,Adventure,92,5.9,280110,"A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the islands new inhabitants."
253,Planet of the Apes-2001,PG-13,100000000,362200000,7/25/2001,Science Fiction,119,5.7,203564,"In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans."
240,The Princess Diaries-2001,G,26000000,165300000,8/3/2001,Romance,115,6.3,118754,"Mia Thermopolis has just found out that she is the heir apparent to the throne of Genovia. With her friends Lilly and Michael Moscovitz in tow, she tries to navigate through the rest of her sixteenth year."
248,Rush Hour 2-2001,PG-13,90000000,347300000,8/3/2001,Comedy,90,6.6,188755,"Carter and Lee head to Hong Kong for a vacation, but become embroiled in a counterfeit money scam."
238,American Pie 2-2001,R,30000000,287600000,8/10/2001,Comedy,108,6.4,228537,"Jim and his friends are now in college, and they decide to meet up at the beach house for some fun."
255,"Monsters, Inc.-2001",G,115000000,577400000,11/1/2001,Comedy,92,8,758349,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think."
256,Harry Potter and the Sorcerer's Stone-2001,PG,125000000,1017000000,11/4/2001,Fantasy,152,7.6,583224,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world."
246,Ocean's Eleven-2001,PG-13,85000000,450700000,12/7/2001,Thriller,116,7.8,482386,Danny Ocean and his eleven accomplices plan to rob three Las Vegas casinos simultaneously.
244,Vanilla Sky-2001,R,68000000,203400000,12/10/2001,Mystery,136,6.9,237238,A self-indulgent and vain publishing magnate finds his privileged life upended after a vehicular accident with a resentful lover.
243,A Beautiful Mind-2001,PG-13,58000000,316800000,12/11/2001,Drama,135,8.2,788060,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish."
251,The Lord of the Rings: The Fellowship of the Ring-2001,PG-13,93000000,897700000,12/18/2001,Fantasy,178,8.8,1545228,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
249,Black Hawk Down-2001,R,92000000,173000000,12/28/2001,War,144,7.7,345280,160 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis.
258,My Big Fat Greek Wedding-2002,PG,5000000,368700000,2/22/2002,Comedy,95,6.5,114907,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.
262,Ice Age-2002,PG,59000000,383200000,3/10/2002,Animation,81,7.5,411963,"Set during the Ice Age, a sabertooth tiger, a sloth, and a wooly mammoth find a lost human infant, and they try to return him to his tribe."
274,Spider-Man-2002,PG-13,139000000,825000000,5/1/2002,Fantasy,121,7.3,652224,"When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family."
273,Star Wars: Episode II - Attack of the Clones-2002,PG-13,115000000,653800000,5/15/2002,Science Fiction,142,6.6,587304,"Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmï¿½ Amidala, while Obi-Wan Kenobi investigates an assassination attempt on the senator and discovers a secret clone army crafted for the Jedi."
263,The Bourne Identity-2002,PG-13,60000000,214000000,6/14/2002,Action,119,7.9,481712,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory."
270,Scooby-Doo-2002,PG,84000000,275700000,6/14/2002,Mystery,88,5,90185,"After an acrimonious break up, the Mystery Inc. gang are individually brought to an island resort to investigate strange goings on."
272,Minority Report-2002,PG-13,102000000,358400000,6/20/2002,Science Fiction,145,7.6,477892,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder."
269,Lilo & Stitch-2002,PG,80000000,273100000,6/21/2002,Animation,85,6.7,351725,A Hawaiian girl adopts an unusual pet who is actually a notorious extra-terrestrial fugitive.
261,Mr. Deeds-2002,PG-13,50000000,171300000,6/28/2002,Comedy,96,5.8,129182,"A sweet-natured, small-town guy inherits a controlling stake in a media conglomerate and begins to do business his way."
275,Men in Black 2-2002,PG-13,140000000,441800000,7/3/2002,Action,88,7.4,489354,Agent J is sent to find Agent K and restore his memory after the re-appearance of a case from K's past.
264,Austin Powers in Goldmember-2002,PG-13,63000000,296700000,7/26/2002,Science Fiction,94,6.2,186825,"Upon learning that his father has been kidnapped, Austin Powers must travel to 1975 and defeat the aptly named villain Goldmember, who is working with Dr. Evil."
267,Signs-2002,PG-13,72000000,408200000,8/2/2002,Science Fiction,106,6.7,321975,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.
266,xXx-2002,PG-13,88300000,277400000,8/9/2002,Adventure,124,5.9,167855,"An extreme sports athlete, Xander Cage, is recruited by the government on a special mission."
259,Sweet Home Alabama-2002,PG-13,30000000,180600000,9/26/2002,Romance,108,6.2,96978,"A young woman whos reinvented herself as a New York City socialite must return home to Alabama to obtain a divorce from her husband, after seven years of separation."
260,The Ring-2002,PG-13,48000000,249300000,10/18/2002,Horror,115,7.1,303397,A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.
265,The Santa Clause 2-2002,G,65000000,172900000,10/31/2002,Family,104,5.6,45755,"Scott Calvin has been a humble Santa Claus for nearly ten years, but it might come to an end if he doesnt find a Mrs. Claus."
271,Harry Potter and the Chamber of Secrets-2002,PG,100000000,879800000,11/13/2002,Fantasy,161,7.4,505027,An ancient prophecy seems to be coming true when a mysterious presence begins stalking the corridors of a school of magic and leaving its victims paralyzed.
276,Die Another Day-2002,PG-13,142000000,431900000,11/17/2002,Adventure,133,6.1,194441,"James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul, who is funding the development of an international space weapon."
268,The Lord of the Rings: The Two Towers-2002,PG-13,94000000,947500000,12/18/2002,Fantasy,179,8.7,1383826,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Saurons new ally, Saruman, and his hordes of Isengard."
277,Bringing Down the House-2003,PG-13,33000000,164700000,3/7/2003,Comedy,105,5.6,33619,"When a lonely guy meets a woman on the internet who happens to be in prison, she breaks out to get him to prove her innocence, and proceeds to wreak havoc on his middle-class life."
281,Anger Management-2003,PG-13,75000000,195700000,4/11/2003,Comedy,106,6.2,194353,"Dave Buznik is a businessman who is wrongly sentenced to an anger management program, where he meets an aggressive instructor."
289,X2: X-Men United-2003,PG-13,110000000,407700000,5/2/2003,Action,133,7.4,489354,"When anti-mutant Colonel William Stryker kidnaps Professor X and attacks his school, the X-Men must ally with their archenemy Magneto to stop him."
294,The Matrix Reloaded-2003,R,150000000,741800000,5/15/2003,Science Fiction,138,7.2,487328,"Following the events of The Matrix (1999), Neo and the rebel leaders estimate they have 72 hours until 250,000 probes discover Zion and destroy it and its inhabitants. Neo must decide how he can save Trinity from a dark fate in his dreams."
283,Bruce Almighty-2003,PG-13,81000000,484600000,5/23/2003,Comedy,101,6.7,351725,A guy who complains about God too often is given almighty powers to teach him how difficult it is to run the world.
287,Finding Nemo-2003,G,94000000,940300000,5/30/2003,Animation,100,8.1,887773,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
282,2 Fast 2 Furious-2003,PG-13,76000000,236400000,6/5/2003,Thriller,107,5.9,236645,Former cop Brian OConner is called upon to bust a dangerous criminal and he recruits the help of a former childhood friend and street racer who has a chance to redeem himself.
291,Hulk-2003,PG-13,137000000,245400000,6/19/2003,Science Fiction,138,5.6,242722,"Bruce Banner, a genetics researcher with a tragic past, suffers an accident that causes him to transform into a raging green monster when he gets angry."
296,Terminator 3: Rise of the Machines-2003,R,187300000,433400000,7/2/2003,Thriller,109,6.3,357127,A cybernetic warrior from a post-apocalyptic future travels back in time to protect a 25-year old drifter and his future wife from a most advanced robotic assassin and to ensure they both survive a nuclear attack.
292,Pirates of the Caribbean: The Curse of the Black Pearl-2003,PG-13,140000000,654300000,7/9/2003,Adventure,143,8,976208,"Blacksmith Will Turner teams up with eccentric pirate Captain Jack Sparrow to save his love, the governors daughter, from Jacks former pirate allies, who are now undead."
290,Bad Boys II-2003,R,130000000,273300000,7/18/2003,Comedy,147,6.6,210294,Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida from a Cuban drug cartel.
286,Seabiscuit-2003,PG-13,87000000,148300000,7/22/2003,Drama,141,7.3,63813,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.
279,Spy Kids 3-D: Game Over-2003,PG,38000000,197000000,7/25/2003,Family,84,4.2,50809,"Carmens caught in a virtual reality game designed by the Kids new nemesis, the Toymaker. Its up to Juni to save his sister, and ultimately the world."
284,S.W.A.T.-2003,PG-13,70000000,207200000,8/8/2003,Crime,117,6,132856,"An imprisoned drug kingpin offers a huge cash reward to anyone that can break him out of police custody, and only the L.A.P.D.s Special Weapons and Tactics team can prevent it."
278,Elf-2003,PG,33000000,225100000,10/9/2003,Comedy,97,6.9,194453,"After discovering he is a human, a man raised as an elf at the North Pole decides to travel to New York City to locate his real father."
